DexNum,Name,BaseStats,Types,CatchRate,EvoStage,Evs,WildHeldItem1,WildHeldItem2,WildHeldItem3,Gender(N=-1),HatchCycles,BaseFriendship,EXPGrowth,EggGroup1,EggGroup2,Ability1,Ability2,AbilityH,FormSprite,FormCount,Color,IsPresentInGame,BaseEXP,DexHeight_Weight,fields_sec1,Icon,"unused(4E,50)",fields_sec2,EvoBaseID,FormIndex,IsGalarianForm,IsBoxLegend,DexNumber,field_sec3,Unknown,field_sec4,Unused(A6)
#142,Aerodactyl,80~105~65~130~60~75,ROCK!FLYING,0,0,0~0~0~2~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_6400,BF_70,EGR_SLOW,egggroup.egg_group_flying,egggroup.egg_group_flying,ability.rock_head,ability.pressure,ability.unnerve,0,0,0,1,180,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,142,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#143,Snorlax,160~110~65~30~65~110,NORMAL!NORMAL,25,2,2~0~0~0~0~0~0,item.leftovers,item.leftovers,item.none,GENDER_RATIO_M88_14F11_86,HATCH_CYCLES_6400,BF_70,EGR_SLOW,egggroup.egg_group_monster,egggroup.egg_group_monster,ability.immunity,ability.thick_fat,ability.gluttony,0,1,4,1,189,210!4600,63!11!113!171!151!8!1!8!0!144!2!0!4!0!0!0!0!0!126!207!18!77!139!4!0!8!33!134!96!97!8!0,143,0!0,416!701,143,0,0,0,143,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!80!40!0!0!0!0!2!0!2!0!2!2!5!5!5!4!4,1~1~1~1~1~5~5~3~4~5~2~2~3~4~5,0!0!0!0!281!0!34!0!281!34,0
#144,Articuno,90~85~100~85~95~125,ICE!FLYING,0,0,0~0~0~0~0~3~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_6400,BF_35,EGR_SLOW,egggroup.egg_group_undiscovered,egggroup.egg_group_undiscovered,ability.pressure,ability.pressure,ability.snow_cloak,0,0,0,1,261,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,144,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#145,Zapdos,90~90~85~100~125~90,ELECTRIC!FLYING,0,0,0~0~0~0~3~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_6400,BF_35,EGR_SLOW,egggroup.egg_group_undiscovered,egggroup.egg_group_undiscovered,ability.pressure,ability.pressure,ability.ability_static,0,0,0,1,261,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,145,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#146,Moltres,90~100~90~90~125~85,FIRE!FLYING,0,0,0~0~0~0~3~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_6400,BF_35,EGR_SLOW,egggroup.egg_group_undiscovered,egggroup.egg_group_undiscovered,ability.pressure,ability.pressure,ability.flame_body,0,0,0,1,261,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,146,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#147,Dratini,41~64~45~50~50~50,DRAGON!DRAGON,0,0,0~1~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_6400,BF_35,EGR_SLOW,egggroup.egg_group_water_1,egggroup.egg_group_dragon,ability.shed_skin,ability.shed_skin,ability.marvel_scale,0,0,0,1,60,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,147,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#148,Dragonair,61~84~65~70~70~70,DRAGON!DRAGON,0,0,0~2~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_6400,BF_35,EGR_SLOW,egggroup.egg_group_water_1,egggroup.egg_group_dragon,ability.shed_skin,ability.shed_skin,ability.marvel_scale,0,0,0,1,147,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,148,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#149,Dragonite,91~134~95~80~100~100,DRAGON!FLYING,0,0,0~3~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_6400,BF_35,EGR_SLOW,egggroup.egg_group_water_1,egggroup.egg_group_dragon,ability.inner_focus,ability.inner_focus,ability.multiscale,0,0,0,1,270,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,149,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#150,Mewtwo,106~110~90~130~154~90,PSYCHIC!PSYCHIC,3,3,0~0~0~0~3~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_6400,BF_NONE,EGR_SLOW,egggroup.egg_group_undiscovered,egggroup.egg_group_undiscovered,ability.pressure,ability.pressure,ability.unnerve,0,1,6,1,306,200!1220,63!75!126!11!207!41!1!248!225!25!2!8!2!0!0!0!0!0!230!223!26!142!102!1!3!3!51!40!15!2!0!0,150,0!0,0!0,150,0,0,0,150,0!14!0!16!0!19!0!25!0!30!0!0!0!0!60!0!60!0!100!60!0!0!0!0!2!0!3!0!2!3!2!2!2!1!1,1~1~1~1~2~5~5~5~6~6~2~2~5~6~6,0!0!0!0!540!0!540!0!50!540,0
#151,Mew,100~100~100~100~100~100,PSYCHIC!PSYCHIC,45,3,3~0~0~0~0~0~0,item.lum_berry,item.lum_berry,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_6400,BF_100,EGR_MEDIUM_SLOW,egggroup.egg_group_undiscovered,egggroup.egg_group_undiscovered,ability.synchronize,ability.synchronize,ability.synchronize,0,1,9,1,270,40!40,255!255!255!255!255!255!255!255!255!255!255!255!15!0!0!0!0!0!255!255!255!255!255!255!255!255!255!255!255!255!15!0,151,0!0,94!703,151,0,0,0,151,0!14!0!16!0!19!0!25!0!30!0!0!0!0!75!0!70!0!100!50!0!0!0!0!2!0!2!0!2!2!1!1!1!1!1,1~1~1~2~2~5~5~5~6~7~2~2~5~6~7,0!0!0!0!417!0!791!0!94!791,0
#152,Chikorita,45~49~65~45~49~65,GRASS!GRASS,0,0,0~0~0~0~0~1~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_monster,egggroup.egg_group_grass,ability.overgrow,ability.overgrow,ability.leaf_guard,0,0,0,1,64,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,152,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#153,Bayleef,60~62~80~60~63~80,GRASS!GRASS,0,0,0~0~1~0~0~1~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_1280,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_monster,egggroup.egg_group_grass,ability.overgrow,ability.overgrow,ability.leaf_guard,0,0,0,1,142,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,153,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#154,Meganium,80~82~100~80~83~100,GRASS!GRASS,0,0,0~0~0~1~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_1280,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_monster,egggroup.egg_group_grass,ability.overgrow,ability.overgrow,ability.leaf_guard,0,0,0,1,62,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,154,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#155,Cyndaquil,39~52~43~65~60~50,FIRE!FIRE,0,0,0~0~0~1~1~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_10240,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_field,egggroup.egg_group_field,ability.blaze,ability.blaze,ability.flash_fire,0,0,0,1,142,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,155,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#156,Quilava,58~64~58~80~80~65,FIRE!FIRE,0,0,0~0~0~0~3~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_field,egggroup.egg_group_field,ability.blaze,ability.blaze,ability.flash_fire,0,0,0,1,240,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,156,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#157,Typhlosion,78~84~78~100~109~85,FIRE!FIRE,0,0,0~1~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_8960,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_field,egggroup.egg_group_field,ability.blaze,ability.blaze,ability.flash_fire,0,0,0,1,63,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,157,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#158,Totodile,50~65~64~43~44~48,WATER!WATER,0,0,0~1~1~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_8960,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_monster,egggroup.egg_group_water_1,ability.torrent,ability.torrent,ability.sheer_force,0,0,0,1,142,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,158,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#159,Croconaw,65~80~80~58~59~63,WATER!WATER,0,0,0~2~1~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_8960,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_monster,egggroup.egg_group_water_1,ability.torrent,ability.torrent,ability.sheer_force,0,0,0,1,239,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,159,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#160,Feraligatr,85~105~100~78~79~83,WATER!WATER,0,0,0~1~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_8960,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_monster,egggroup.egg_group_water_1,ability.torrent,ability.torrent,ability.sheer_force,0,0,0,1,43,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,160,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#161,Sentret,35~46~34~20~35~45,NORMAL!NORMAL,0,0,0~0~0~2~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_8960,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_field,egggroup.egg_group_field,ability.run_away,ability.keen_eye,ability.frisk,0,0,0,1,145,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,161,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#162,Furret,85~76~64~90~45~55,NORMAL!NORMAL,0,0,1~0~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_8960,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_field,egggroup.egg_group_field,ability.run_away,ability.keen_eye,ability.frisk,0,0,0,1,52,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,162,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#163,Hoothoot,60~30~30~50~36~56,NORMAL!FLYING,255,1,2~0~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_8960,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_flying,egggroup.egg_group_flying,ability.insomnia,ability.keen_eye,ability.tinted_lens,0,1,5,1,158,70!212,64!0!165!195!134!17!0!0!0!16!0!128!0!0!0!0!0!0!0!24!18!12!26!4!2!0!48!0!36!2!0!0,163,0!0,0!0,163,0,0,0,163,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!80!40!0!0!0!0!1!0!1!0!2!1!3!3!3!2!2,1~1~1~1~1~5~5~2~3~3~2~2~2~3~3,0!0!0!0!45!0!115!0!45!115,0
#164,Noctowl,100~50~50~70~86~96,NORMAL!FLYING,90,2,0~0~0~0~0~1~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_8960,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_flying,egggroup.egg_group_flying,ability.insomnia,ability.keen_eye,ability.tinted_lens,0,1,5,1,53,160!408,64!3!165!195!134!17!0!0!0!16!0!128!0!0!0!0!0!0!0!24!18!12!30!4!2!0!48!0!36!2!0!0,164,0!0,0!0,163,0,0,0,164,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!80!40!0!0!0!0!1!0!2!0!1!2!3!3!3!2!4,1~1~1~1~2~5~5~3~4~4~2~2~3~4~4,0!0!0!0!115!0!95!0!115!95,0
#165,Ledyba,40~20~30~55~40~80,BUG!FLYING,0,0,0~0~0~0~0~2~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_8960,BF_70,EGR_FAST,egggroup.egg_group_bug,egggroup.egg_group_bug,ability.swarm,ability.early_bird,ability.rattled,0,0,0,1,137,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,165,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#166,Ledian,55~35~50~85~55~110,BUG!FLYING,0,0,0~1~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_FAST,egggroup.egg_group_bug,egggroup.egg_group_bug,ability.swarm,ability.early_bird,ability.iron_fist,0,0,0,1,50,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,166,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#167,Spinarak,40~60~40~30~40~40,BUG!POISON,0,0,0~2~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_FAST,egggroup.egg_group_bug,egggroup.egg_group_bug,ability.swarm,ability.insomnia,ability.sniper,0,0,0,1,140,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,167,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#168,Ariados,70~90~70~40~60~70,BUG!POISON,0,0,0~0~0~3~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_FAST,egggroup.egg_group_bug,egggroup.egg_group_bug,ability.swarm,ability.insomnia,ability.sniper,0,0,0,1,241,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,168,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#169,Crobat,85~90~80~130~70~80,POISON!FLYING,0,0,1~0~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_7680,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_flying,egggroup.egg_group_flying,ability.inner_focus,ability.inner_focus,ability.infiltrator,0,0,0,1,66,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,169,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#170,Chinchou,75~38~38~67~56~56,WATER!ELECTRIC,190,1,2~0~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_7680,BF_70,EGR_SLOW,egggroup.egg_group_water_2,egggroup.egg_group_water_2,ability.volt_absorb,ability.illuminate,ability.water_absorb,0,1,1,1,161,50!120,0!64!33!139!154!32!144!0!0!16!1!0!0!0!0!0!0!0!120!19!19!12!0!0!0!0!0!0!81!16!0!0,170,0!0,0!0,170,0,0,0,170,0!14!0!16!0!19!0!25!0!30!0!0!0!0!30!0!60!0!80!50!0!0!0!0!3!0!3!0!2!3!3!3!2!2!2,1~1~1~1~1~5~5~3~3~4~2~2~3~3~4,0!0!0!0!435!0!435!0!109!435,0
#171,Lanturn,125~58~58~67~76~76,WATER!ELECTRIC,75,2,0~0~0~1~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_7680,BF_70,EGR_SLOW,egggroup.egg_group_water_2,egggroup.egg_group_water_2,ability.volt_absorb,ability.illuminate,ability.water_absorb,0,1,1,1,41,120!225,0!67!33!139!154!32!144!0!0!16!1!32!0!0!0!0!0!0!120!19!19!12!0!0!0!0!0!0!81!16!0!0,171,0!0,0!0,170,0,0,0,171,0!14!0!16!0!19!0!25!0!30!0!0!0!0!40!0!60!0!85!50!0!0!0!0!2!0!3!0!3!3!3!2!2!2!2,1~1~1~1~1~5~5~3~4~4~2~2~3~4~4,0!0!0!0!435!0!435!0!109!435,0
#172,Pichu,20~40~15~60~35~35,ELECTRIC!ELECTRIC,190,1,0~0~0~0~0~1~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_7680,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_undiscovered,egggroup.egg_group_undiscovered,ability.ability_static,ability.ability_static,ability.lightning_rod,0,1,2,1,44,30!20,35!64!38!163!130!3!0!8!0!16!5!4!0!0!0!0!0!0!18!3!48!204!8!0!0!0!16!32!64!4!0!0,172,0!0,0!0,172,0,0,0,172,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!80!40!0!0!0!0!2!0!3!0!2!3!4!4!4!6!4,1~1~1~2~2~5~5~2~2~3~2~2~2~2~3,0!0!0!0!609!0!84!0!609!84,0
#173,Cleffa,50~25~28~15~45~55,FAIRY!FAIRY,150,1,1~0~0~0~0~0~0,item.none,item.moon_stone,item.none,GENDER_RATIO_M24_9F75_1,HATCH_CYCLES_8960,BF_140,EGR_FAST,egggroup.egg_group_undiscovered,egggroup.egg_group_undiscovered,ability.cute_charm,ability.magic_guard,ability.friend_guard,0,1,9,1,42,30!30,3!204!46!171!134!130!0!8!128!16!128!2!0!0!0!0!0!0!6!200!18!206!74!4!0!0!32!32!36!4!0!0,173,0!0,0!0,173,0,0,0,173,0!14!0!16!0!19!0!25!0!30!0!0!0!0!40!0!50!0!75!30!0!0!0!0!2!0!2!0!3!2!6!6!5!5!5,1~1~1~1~1~5~5~3~3~3~2~2~3~3~3,0!0!0!0!574!0!574!0!186!574,0
#174,Igglybuff,90~30~15~15~40~20,NORMAL!FAIRY,0,0,0~0~0~0~0~1~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_10240,BF_70,EGR_FAST,egggroup.egg_group_undiscovered,egggroup.egg_group_undiscovered,ability.cute_charm,ability.competitive,ability.friend_guard,0,0,0,1,49,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,174,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#175,Togepi,35~20~65~20~40~65,FAIRY!FAIRY,190,1,0~0~0~0~0~2~0,item.none,item.none,item.none,GENDER_RATIO_M88_14F11_86,HATCH_CYCLES_10240,BF_70,EGR_FAST,egggroup.egg_group_undiscovered,egggroup.egg_group_undiscovered,ability.hustle,ability.serene_grace,ability.super_luck,0,1,8,1,142,30!15,3!72!46!163!134!3!0!8!0!16!128!16!0!0!0!0!0!0!6!200!24!110!78!4!0!0!48!32!36!20!0!0,175,0!0,0!0,175,0,0,0,175,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!100!50!0!0!0!0!2!0!2!0!2!2!3!3!3!2!2,1~1~1~1~2~5~5~3~5~5~2~2~3~5~5,0!0!0!0!281!0!204!0!281!204,0
#176,Togetic,55~40~85~40~80~105,FAIRY!FLYING,75,2,0~0~0~0~1~0~0,item.none,item.none,item.none,GENDER_RATIO_M88_14F11_86,HATCH_CYCLES_20480,BF_70,EGR_FAST,egggroup.egg_group_flying,egggroup.egg_group_fairy,ability.hustle,ability.serene_grace,ability.super_luck,0,1,8,1,64,60!32,67!79!46!227!134!27!0!136!0!144!128!16!1!0!0!0!0!0!6!200!24!110!94!4!0!0!48!32!36!20!0!0,176,0!0,0!0,175,0,0,0,176,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!50!0!90!50!0!0!0!0!2!0!2!0!2!2!3!3!3!2!2,1~1~1~1~1~5~5~3~4~4~2~2~3~4~4,0!0!0!0!186!0!584!0!281!584,0
